mic_id,timestamp_onset,timestamp_offset,class_id,confidence,source_file,session_id,source
2,2026-03-06T12:08:05.242213,2026-03-06T12:08:05.798369,3.0,0.14891335368156433,20260306_12_07_59_0625_M2.wav,20260306,mic
2,2026-03-06T12:08:06.430044,2026-03-06T12:08:06.650724,3.0,0.12232774496078491,20260306_12_07_59_0625_M2.wav,20260306,mic
2,2026-03-06T12:08:05.175451,2026-03-06T12:08:08.399654,3.0,0.10491293668746948,20260306_12_07_59_0625_M2.wav,20260306,mic
1,2026-03-06T12:08:07.148006,2026-03-06T12:08:07.567166,3.0,0.42710080742836,20260306_12_08_04_0409_M1.wav,20260306,mic
1,2026-03-06T12:08:05.742312,2026-03-06T12:08:06.485396,2.0,0.26768308877944946,20260306_12_08_04_0409_M1.wav,20260306,mic
1,2026-03-06T12:08:11.087522,2026-03-06T12:08:13.968267,1.0,0.19794180989265442,20260306_12_08_04_0409_M1.wav,20260306,mic
1,2026-03-06T12:08:07.204312,2026-03-06T12:08:07.485879,3.0,0.15412569046020508,20260306_12_08_04_0409_M1.wav,20260306,mic
1,2026-03-06T12:08:06.410836,2026-03-06T12:08:07.464014,6.0,0.10320526361465454,20260306_12_08_04_0409_M1.wav,20260306,mic
2,2026-03-06T12:08:05.888084,2026-03-06T12:08:06.500436,3.0,0.3290073871612549,20260306_12_08_04_0409_M2.wav,20260306,mic
2,2026-03-06T12:08:07.166496,2026-03-06T12:08:09.961870,3.0,0.19649359583854675,20260306_12_08_04_0409_M2.wav,20260306,mic
2,2026-03-06T12:08:06.348573,2026-03-06T12:08:07.565585,6.0,0.19163063168525696,20260306_12_08_04_0409_M2.wav,20260306,mic
1,2026-03-06T12:08:16.449924,2026-03-06T12:08:16.964399,2.0,0.3118419647216797,20260306_12_08_09_0209_M1.wav,20260306,mic
1,2026-03-06T12:08:16.645130,2026-03-06T12:08:17.920433,3.0,0.2511841058731079,20260306_12_08_09_0209_M1.wav,20260306,mic
1,2026-03-06T12:08:16.469530,2026-03-06T12:08:16.627771,2.0,0.2310551404953003,20260306_12_08_09_0209_M1.wav,20260306,mic
1,2026-03-06T12:08:16.756294,2026-03-06T12:08:16.942362,2.0,0.23097583651542664,20260306_12_08_09_0209_M1.wav,20260306,mic
1,2026-03-06T12:08:13.119527,2026-03-06T12:08:14.929096,3.0,0.15820935368537903,20260306_12_08_09_0209_M1.wav,20260306,mic
1,2026-03-06T12:08:16.451437,2026-03-06T12:08:16.705124,2.0,0.14203009009361267,20260306_12_08_09_0209_M1.wav,20260306,mic
2,2026-03-06T12:08:09.718683,2026-03-06T12:08:09.931144,2.0,0.3855648636817932,20260306_12_08_09_0209_M2.wav,20260306,mic
2,2026-03-06T12:08:17.808430,2026-03-06T12:08:17.983308,2.0,0.12994876503944397,20260306_12_08_09_0209_M2.wav,20260306,mic
1,2026-03-06T12:08:13.125960,2026-03-06T12:08:14.730704,3.0,0.6383845210075378,20260306_12_08_13_0968_M1.wav,20260306,mic
1,2026-03-06T12:08:16.211133,2026-03-06T12:08:16.456065,2.0,0.19803744554519653,20260306_12_08_13_0968_M1.wav,20260306,mic
1,2026-03-06T12:08:16.186136,2026-03-06T12:08:16.751649,3.0,0.15678980946540833,20260306_12_08_13_0968_M1.wav,20260306,mic
1,2026-03-06T12:08:16.172840,2026-03-06T12:08:17.143879,3.0,0.14423304796218872,20260306_12_08_13_0968_M1.wav,20260306,mic
1,2026-03-06T12:08:13.119384,2026-03-06T12:08:16.320654,3.0,0.10936212539672852,20260306_12_08_13_0968_M1.wav,20260306,mic
1,2026-03-06T12:08:16.070805,2026-03-06T12:08:17.594094,3.0,0.10766524076461792,20260306_12_08_13_0968_M1.wav,20260306,mic
2,2026-03-06T12:08:13.096000,2026-03-06T12:08:16.466580,3.0,0.35314255952835083,20260306_12_08_13_0968_M2.wav,20260306,mic
2,2026-03-06T12:08:33.730278,2026-03-06T12:08:34.948416,5.0,0.17373675107955933,20260306_12_08_28_0252_M2.wav,20260306,mic
1,2026-03-06T12:08:42.758739,2026-03-06T12:08:45.901293,7.0,0.2879928648471832,20260306_12_08_37_0756_M1.wav,20260306,mic
1,2026-03-06T12:08:43.921498,2026-03-06T12:08:47.028513,0.0,0.27034080028533936,20260306_12_08_37_0756_M1.wav,20260306,mic
1,2026-03-06T12:08:42.803028,2026-03-06T12:08:43.118646,0.0,0.13941502571105957,20260306_12_08_37_0756_M1.wav,20260306,mic
2,2026-03-06T12:08:43.324592,2026-03-06T12:08:47.005605,0.0,0.912360668182373,20260306_12_08_37_0756_M2.wav,20260306,mic
2,2026-03-06T12:08:42.744184,2026-03-06T12:08:45.928450,7.0,0.35199904441833496,20260306_12_08_37_0756_M2.wav,20260306,mic
2,2026-03-06T12:08:42.726747,2026-03-06T12:08:43.051831,2.0,0.17655038833618164,20260306_12_08_37_0756_M2.wav,20260306,mic
2,2026-03-06T12:08:45.901255,2026-03-06T12:08:46.576776,7.0,0.14391204714775085,20260306_12_08_37_0756_M2.wav,20260306,mic
2,2026-03-06T12:08:45.918274,2026-03-06T12:08:46.854094,7.0,0.10810083150863647,20260306_12_08_37_0756_M2.wav,20260306,mic
1,2026-03-06T12:08:43.537814,2026-03-06T12:08:43.704505,3.0,0.3381454348564148,20260306_12_08_42_0504_M1.wav,20260306,mic
1,2026-03-06T12:08:45.958123,2026-03-06T12:08:51.905826,0.0,0.243610680103302,20260306_12_08_42_0504_M1.wav,20260306,mic
1,2026-03-06T12:08:49.701184,2026-03-06T12:08:51.945639,0.0,0.1730605661869049,20260306_12_08_42_0504_M1.wav,20260306,mic
1,2026-03-06T12:08:43.382051,2026-03-06T12:08:46.310869,7.0,0.14835098385810852,20260306_12_08_42_0504_M1.wav,20260306,mic
1,2026-03-06T12:08:42.093945,2026-03-06T12:08:46.263778,0.0,0.1188226044178009,20260306_12_08_42_0504_M1.wav,20260306,mic
1,2026-03-06T12:08:43.723174,2026-03-06T12:08:47.888410,0.0,0.10276833176612854,20260306_12_08_42_0504_M1.wav,20260306,mic
2,2026-03-06T12:08:49.175768,2026-03-06T12:08:51.965532,0.0,0.9477104544639587,20260306_12_08_42_0504_M2.wav,20260306,mic
2,2026-03-06T12:08:44.113245,2026-03-06T12:08:47.873477,0.0,0.8788152933120728,20260306_12_08_42_0504_M2.wav,20260306,mic
2,2026-03-06T12:08:44.933191,2026-03-06T12:08:51.923100,7.0,0.37124794721603394,20260306_12_08_42_0504_M2.wav,20260306,mic
2,2026-03-06T12:08:46.937199,2026-03-06T12:08:47.546865,3.0,0.13438183069229126,20260306_12_08_42_0504_M2.wav,20260306,mic
1,2026-03-06T12:08:54.813985,2026-03-06T12:08:56.950595,0.0,0.8542575240135193,20260306_12_08_47_0296_M1.wav,20260306,mic
1,2026-03-06T12:08:53.871022,2026-03-06T12:08:56.946761,1.0,0.25993359088897705,20260306_12_08_47_0296_M1.wav,20260306,mic
1,2026-03-06T12:08:50.205151,2026-03-06T12:08:56.945821,5.0,0.15417110919952393,20260306_12_08_47_0296_M1.wav,20260306,mic
1,2026-03-06T12:08:48.112753,2026-03-06T12:08:52.001257,2.0,0.14854586124420166,20260306_12_08_47_0296_M1.wav,20260306,mic
2,2026-03-06T12:08:49.740446,2026-03-06T12:08:53.339092,0.0,0.6846073865890503,20260306_12_08_47_0296_M2.wav,20260306,mic
2,2026-03-06T12:08:54.718603,2026-03-06T12:08:56.943926,0.0,0.5001447200775146,20260306_12_08_47_0296_M2.wav,20260306,mic
2,2026-03-06T12:08:47.085924,2026-03-06T12:08:54.120310,7.0,0.44342273473739624,20260306_12_08_47_0296_M2.wav,20260306,mic
2,2026-03-06T12:08:47.043070,2026-03-06T12:08:48.466809,0.0,0.2703268826007843,20260306_12_08_47_0296_M2.wav,20260306,mic
2,2026-03-06T12:08:54.643573,2026-03-06T12:08:56.284069,0.0,0.19161739945411682,20260306_12_08_47_0296_M2.wav,20260306,mic
2,2026-03-06T12:08:49.690390,2026-03-06T12:08:56.996035,1.0,0.17551812529563904,20260306_12_08_47_0296_M2.wav,20260306,mic
2,2026-03-06T12:08:47.099989,2026-03-06T12:08:49.764874,3.0,0.15846839547157288,20260306_12_08_47_0296_M2.wav,20260306,mic
2,2026-03-06T12:08:47.444807,2026-03-06T12:08:48.232972,3.0,0.14139163494110107,20260306_12_08_47_0296_M2.wav,20260306,mic
2,2026-03-06T12:08:53.624916,2026-03-06T12:08:56.956985,1.0,0.12249711155891418,20260306_12_08_47_0296_M2.wav,20260306,mic
1,2026-03-06T12:13:29.292856,2026-03-06T12:13:29.431283,3.0,0.6375662088394165,20260306_12_13_23_0210_M1.wav,20260306,mic
1,2026-03-06T12:13:23.116917,2026-03-06T12:13:24.371972,3.0,0.5009233951568604,20260306_12_13_23_0210_M1.wav,20260306,mic
1,2026-03-06T12:13:28.366051,2026-03-06T12:13:28.683356,3.0,0.26817429065704346,20260306_12_13_23_0210_M1.wav,20260306,mic
1,2026-03-06T12:13:23.586403,2026-03-06T12:13:24.143934,3.0,0.10997757315635681,20260306_12_13_23_0210_M1.wav,20260306,mic
2,2026-03-06T12:13:30.372936,2026-03-06T12:13:31.575177,6.0,0.40307343006134033,20260306_12_13_23_0210_M2.wav,20260306,mic
2,2026-03-06T12:13:28.332808,2026-03-06T12:13:28.629690,2.0,0.3563845157623291,20260306_12_13_23_0210_M2.wav,20260306,mic
2,2026-03-06T12:13:29.239044,2026-03-06T12:13:29.391183,3.0,0.20736458897590637,20260306_12_13_23_0210_M2.wav,20260306,mic
1,2026-03-06T12:13:32.596203,2026-03-06T12:13:33.939690,6.0,0.8132795095443726,20260306_12_13_28_0050_M1.wav,20260306,mic
1,2026-03-06T12:13:29.884860,2026-03-06T12:13:30.029426,3.0,0.3117525577545166,20260306_12_13_28_0050_M1.wav,20260306,mic
1,2026-03-06T12:13:28.974276,2026-03-06T12:13:29.315045,2.0,0.1827860176563263,20260306_12_13_28_0050_M1.wav,20260306,mic
1,2026-03-06T12:13:36.845679,2026-03-06T12:13:37.958403,0.0,0.13855943083763123,20260306_12_13_28_0050_M1.wav,20260306,mic
2,2026-03-06T12:13:30.891897,2026-03-06T12:13:32.168586,6.0,0.7434212565422058,20260306_12_13_28_0050_M2.wav,20260306,mic
2,2026-03-06T12:13:28.924742,2026-03-06T12:13:29.298992,2.0,0.6365466117858887,20260306_12_13_28_0050_M2.wav,20260306,mic
2,2026-03-06T12:13:29.842916,2026-03-06T12:13:29.988813,3.0,0.49625712633132935,20260306_12_13_28_0050_M2.wav,20260306,mic
1,2026-03-06T12:13:32.246641,2026-03-06T12:13:33.680957,6.0,0.4882083237171173,20260306_12_13_32_0844_M1.wav,20260306,mic
1,2026-03-06T12:13:36.733929,2026-03-06T12:13:38.220956,6.0,0.1591479480266571,20260306_12_13_32_0844_M1.wav,20260306,mic
1,2026-03-06T12:13:32.325852,2026-03-06T12:13:32.462685,3.0,0.12993934750556946,20260306_12_13_32_0844_M1.wav,20260306,mic
1,2026-03-06T12:13:37.794291,2026-03-06T12:13:38.730653,3.0,0.12158146500587463,20260306_12_13_32_0844_M1.wav,20260306,mic
1,2026-03-06T12:13:32.286337,2026-03-06T12:13:35.185661,3.0,0.1129770278930664,20260306_12_13_32_0844_M1.wav,20260306,mic
2,2026-03-06T12:13:32.157891,2026-03-06T12:13:35.077757,3.0,0.13767248392105103,20260306_12_13_32_0844_M2.wav,20260306,mic
1,2026-03-06T12:13:39.807052,2026-03-06T12:13:40.975431,6.0,0.33690521121025085,20260306_12_13_37_0603_M1.wav,20260306,mic
1,2026-03-06T12:13:38.408160,2026-03-06T12:13:39.366631,3.0,0.28067147731781006,20260306_12_13_37_0603_M1.wav,20260306,mic
1,2026-03-06T12:13:44.668596,2026-03-06T12:13:46.964840,1.0,0.25232452154159546,20260306_12_13_37_0603_M1.wav,20260306,mic
1,2026-03-06T12:13:44.564274,2026-03-06T12:13:44.980897,3.0,0.13503620028495789,20260306_12_13_37_0603_M1.wav,20260306,mic
1,2026-03-06T12:13:42.917991,2026-03-06T12:13:43.597556,3.0,0.12271896004676819,20260306_12_13_37_0603_M1.wav,20260306,mic
2,2026-03-06T12:13:44.658318,2026-03-06T12:13:46.978689,1.0,0.12683913111686707,20260306_12_13_37_0603_M2.wav,20260306,mic
2,2026-03-06T12:13:42.847930,2026-03-06T12:13:43.533572,3.0,0.1051115095615387,20260306_12_13_37_0603_M2.wav,20260306,mic
1,2026-03-08T15:13:22.068845,2026-03-08T15:13:25.193386,3.0,0.48631367087364197,20260308_15_13_22_0208_M1.wav,20260308,mic
1,2026-03-08T15:13:29.366437,2026-03-08T15:13:29.844969,3.0,0.47072330117225647,20260308_15_13_22_0208_M1.wav,20260308,mic
1,2026-03-08T15:13:30.912987,2026-03-08T15:13:31.651048,3.0,0.2770594358444214,20260308_15_13_22_0208_M1.wav,20260308,mic
1,2026-03-08T15:13:24.796963,2026-03-08T15:13:25.244427,2.0,0.10939604043960571,20260308_15_13_22_0208_M1.wav,20260308,mic
1,2026-03-10T15:24:14.086000,2026-03-10T15:24:17.089506,0.0,0.3379170000553131,20260310_15_24_14_0869_M1.wav,20260310,mic
1,2026-03-10T15:24:16.811069,2026-03-10T15:24:17.402726,7.0,0.1191670298576355,20260310_15_24_14_0869_M1.wav,20260310,mic
2,2026-03-10T15:24:17.213131,2026-03-10T15:24:17.674566,3.0,0.8506356477737427,20260310_15_24_14_0869_M2.wav,20260310,mic
2,2026-03-10T15:24:14.143660,2026-03-10T15:24:16.408170,3.0,0.6729700565338135,20260310_15_24_14_0869_M2.wav,20260310,mic
2,2026-03-10T15:24:22.545207,2026-03-10T15:24:24.027294,6.0,0.6408116817474365,20260310_15_24_14_0869_M2.wav,20260310,mic
2,2026-03-10T15:24:23.562595,2026-03-10T15:24:24.053240,7.0,0.4257518947124481,20260310_15_24_14_0869_M2.wav,20260310,mic
2,2026-03-10T15:24:19.824869,2026-03-10T15:24:23.177171,0.0,0.32366979122161865,20260310_15_24_14_0869_M2.wav,20260310,mic
2,2026-03-10T15:24:14.111084,2026-03-10T15:24:18.444144,3.0,0.1890847384929657,20260310_15_24_14_0869_M2.wav,20260310,mic
1,2026-03-10T15:24:30.744174,2026-03-10T15:24:31.450236,3.0,0.7119308710098267,20260310_15_24_23_0199_M1.wav,20260310,mic
1,2026-03-10T15:24:28.931134,2026-03-10T15:24:32.982652,3.0,0.2977127730846405,20260310_15_24_23_0199_M1.wav,20260310,mic
1,2026-03-10T15:24:30.102891,2026-03-10T15:24:30.647682,7.0,0.2840456962585449,20260310_15_24_23_0199_M1.wav,20260310,mic
2,2026-03-10T15:24:23.677686,2026-03-10T15:24:24.118358,3.0,0.7246733903884888,20260310_15_24_23_0199_M2.wav,20260310,mic
2,2026-03-10T15:24:30.741616,2026-03-10T15:24:32.142562,0.0,0.19204604625701904,20260310_15_24_23_0199_M2.wav,20260310,mic
2,2026-03-10T15:24:23.019000,2026-03-10T15:24:26.422479,0.0,0.17169946432113647,20260310_15_24_23_0199_M2.wav,20260310,mic
2,2026-03-10T15:24:29.065215,2026-03-10T15:24:32.960668,1.0,0.16557732224464417,20260310_15_24_23_0199_M2.wav,20260310,mic
